,Electrical_SBrkr,WoodDeckSF,RemodAge,LotConfig_CulDSac,LotArea,Foundation_PConc,BsmtExposure_Gd,OpenPorchSF,OverallQual,Fence_GdWo,Foundation_BrkTil,Electrical_FuseF,LotFrontage_median,BedroomAbvGr,FullBath,firstFlrSF,HouseStyle_2Story,LotConfig_Inside,hasGarage,BsmtExposure_No,BldgType_Twnhs,HalfBath,BsmtFullBath,CentralAir_Y,Heating_Grav,Fence_MnPrv,HouseStyle_1.5Fin,BldgType_2fmCon,Fireplaces,GarageArea,BsmtExposure_Av
266,1.0,273.6,9,0.0,13923.6,0.0,0.0,42.0,5,0.0,0.0,0.0,75.0,2.0,1,1363.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.6,288.0,0.0
267,1.0,177.0,0,0.0,11065.0,1.0,0.0,74.0,8,0.0,0.0,0.0,86.0,3.0,2,1120.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
268,1.0,112.0,56,0.0,6240.0,1.0,0.0,0.0,6,0.0,0.0,0.0,52.0,3.0,1,816.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,528.0,0.0
269,0.0,0.0,55,0.0,6000.0,0.0,0.0,0.0,5,0.0,0.0,0.0,50.0,3.0,2,811.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,256.0,0.0
270,1.0,140.0,46,0.0,12968.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,2.0,1,912.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0
271,1.0,0.0,56,0.0,6000.0,0.0,0.0,0.0,5,0.0,1.0,0.0,60.0,3.6,2,1008.0,0.0,1.0,False,1.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
272,1.0,0.0,6,0.0,8800.0,0.0,0.0,112.0,4,0.0,1.0,0.0,55.0,3.0,1,792.0,0.0,0.0,False,1.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
273,1.0,0.0,1,0.0,9317.0,1.0,0.0,22.0,6,0.0,0.0,0.0,78.0,3.0,2,1314.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
274,1.0,192.0,22,0.0,12416.0,0.0,0.0,0.0,6,0.0,0.0,0.0,47.0,3.0,2,1651.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,616.0,0.0
275,1.0,36.0,0,0.0,13923.6,1.0,0.0,56.0,5,0.0,0.0,0.0,90.0,3.0,1,1140.0,0.0,1.0,False,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,1.0,72.0,58,0.0,13923.6,0.0,0.0,36.0,6,0.0,1.0,0.0,66.0,3.6,2,1163.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,396.0,0.0
277,1.0,179.0,1,0.0,10927.0,1.0,0.0,60.0,8,0.0,0.0,0.0,74.0,3.0,2,1058.0,1.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,1.0
278,1.0,0.0,0,0.0,7862.0,1.0,0.0,102.0,6,0.0,0.0,0.0,75.0,2.0,2,1218.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,676.0,0.0
279,0.0,0.0,53,0.0,12108.0,0.0,0.0,0.0,4,0.0,0.0,1.0,90.4,3.6,2,1440.0,0.0,1.0,False,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,1.0,273.6,13,0.0,8462.0,1.0,0.0,87.0,6,0.0,0.0,0.0,70.0,3.0,2,936.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0
281,1.0,0.0,0,0.0,6897.0,0.0,0.0,104.0,5,0.0,0.0,0.0,70.0,3.0,1,1040.0,0.0,0.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0
282,1.0,95.0,9,0.0,11207.0,1.0,0.0,75.0,6,0.0,0.0,0.0,70.0,3.0,2,802.0,1.0,0.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,413.0,1.0
283,1.0,100.0,0,0.0,13923.6,1.0,0.0,24.0,7,0.0,0.0,0.0,58.0,3.0,2,664.0,1.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,426.0,1.0
284,1.0,0.0,1,0.0,5890.0,0.0,0.0,0.0,6,0.0,1.0,0.0,70.0,2.0,1,816.0,0.0,0.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,432.0,1.0
285,0.0,0.0,58,0.0,9600.0,0.0,0.0,0.0,6,0.0,0.0,0.0,80.0,3.0,1,1032.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,288.0,0.0
286,1.0,273.6,28,0.0,9600.0,1.0,0.0,112.0,8,0.0,0.0,0.0,80.0,3.6,2,1692.3000000000002,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,1.0,542.0,0.0
287,1.0,0.0,37,0.0,9920.0,0.0,1.0,0.0,5,0.0,0.0,0.0,69.0,3.0,1,971.0,0.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0
288,1.0,0.0,7,0.0,12435.0,1.0,0.0,96.0,7,0.0,0.0,0.0,80.0,3.0,2,963.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,564.0,0.0
289,1.0,144.0,15,0.0,9291.0,1.0,0.0,70.0,6,0.0,0.0,0.0,76.0,3.0,2,832.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0
290,1.0,142.0,1,0.0,3013.0,1.0,1.0,20.0,7,0.0,0.0,0.0,43.0,2.0,2,1506.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
291,1.0,0.0,54,0.0,7227.0,0.0,0.0,0.0,6,0.0,0.0,0.0,59.0,2.0,1,832.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0
292,1.0,0.0,49,0.0,10721.0,0.0,0.0,39.0,6,0.0,0.0,0.0,80.0,3.0,1,1252.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0
293,1.0,0.0,11,0.0,7082.0,1.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.6,2,948.0,1.0,1.0,False,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
294,1.0,162.0,0,0.0,5587.0,1.0,1.0,53.0,8,0.0,0.0,0.0,64.0,2.0,2,1652.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,482.0,0.0
295,1.0,262.0,11,0.0,8400.0,1.0,0.0,24.0,5,0.0,0.0,0.0,60.0,3.6,2,1052.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,240.0,0.0
296,1.0,0.0,24,0.0,8780.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,833.0,0.0,0.0,False,1.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
297,1.0,0.0,59,0.0,6402.0,1.0,0.0,0.0,5,1.0,0.0,0.0,60.0,3.0,1,596.0,1.0,0.0,True,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0
298,0.0,120.0,42,0.0,10921.0,0.0,0.0,0.0,4,0.0,0.0,1.0,73.0,3.0,1,960.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0
299,1.0,0.0,52,0.0,9000.0,0.0,0.0,0.0,5,1.0,0.0,0.0,75.0,2.0,1,1128.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0
300,1.0,120.0,59,0.0,9084.0,0.0,0.0,0.0,4,0.0,0.0,0.0,60.0,3.6,1,755.0,1.0,1.0,True,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,296.0,0.0
301,1.0,0.0,6,0.0,7758.0,0.0,0.0,112.0,5,0.0,0.0,0.0,70.0,3.0,1,999.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0
303,1.0,198.0,4,1.0,13923.6,1.0,1.0,112.0,8,0.0,0.0,0.0,70.0,3.0,2,1692.3000000000002,0.0,0.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
304,1.0,273.6,2,0.0,13923.6,0.0,0.0,44.0,6,0.0,0.0,0.0,70.0,3.0,2,1680.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,540.0,0.0
305,1.0,0.0,7,0.0,10678.0,1.0,0.0,33.0,8,0.0,0.0,0.0,85.0,3.6,2,1692.3000000000002,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,541.0,0.0
306,1.0,245.0,23,0.0,12508.0,0.0,0.0,0.0,6,0.0,0.0,0.0,75.0,3.6,2,983.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,423.0,0.0
307,1.0,127.0,14,0.0,13923.6,0.0,0.0,82.0,8,0.0,0.0,0.0,90.4,3.6,2,1301.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,462.0,0.0
308,1.0,0.0,37,0.0,10448.0,0.0,0.0,104.0,6,0.0,0.0,0.0,70.0,3.0,2,1378.0,0.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,583.0,0.0
309,1.0,80.0,30,0.0,8012.0,0.0,0.0,0.0,6,0.0,0.0,0.0,50.0,2.0,2,923.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,264.0,0.0
310,1.0,0.0,0,0.0,8846.0,1.0,0.0,35.0,6,0.0,0.0,0.0,68.0,3.0,2,750.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,564.0,0.0
311,1.0,192.0,15,0.0,11782.0,0.0,0.0,0.0,5,0.0,0.0,0.0,88.0,3.0,1,1155.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,576.0,1.0
312,1.0,172.0,1,0.0,10226.0,1.0,1.0,42.0,8,0.0,0.0,0.0,61.0,3.0,2,1630.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
313,1.0,165.0,21,0.0,11200.0,0.0,0.0,26.0,6,0.0,0.0,0.0,70.0,3.0,2,1298.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,403.0,0.0
314,1.0,0.0,46,0.0,9500.0,0.0,0.0,76.0,6,0.0,0.0,0.0,70.0,3.0,1,1394.0,0.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.6,514.0,0.0
315,1.0,0.0,34,0.0,8100.0,0.0,0.0,112.0,5,1.0,1.0,0.0,90.0,2.0,1,1559.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,728.05,0.0
316,0.0,273.6,16,0.0,10708.0,0.0,0.0,0.0,5,1.0,0.0,0.0,70.0,2.0,1,1692.3000000000002,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.6,303.0,0.0
317,1.0,0.0,37,1.0,13923.6,0.0,1.0,112.0,6,0.0,0.0,0.0,70.0,1.0,1,988.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.6,540.0,0.0
318,1.0,273.6,21,0.0,13825.0,0.0,0.0,34.0,5,0.0,0.0,0.0,85.0,3.0,1,1021.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
319,1.0,0.0,57,0.0,8731.0,0.0,0.0,0.0,5,0.0,1.0,0.0,90.4,3.0,1,1167.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,495.0,0.0
320,1.0,0.0,55,0.0,10452.0,0.0,0.0,0.0,6,0.0,0.0,0.0,85.0,3.0,1,1094.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.6,495.0,0.0
322,1.0,0.0,57,0.0,10496.0,0.0,0.0,0.0,6,1.0,0.0,0.0,78.0,3.0,2,1168.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,315.0,0.0
324,1.0,192.0,0,0.0,10728.0,1.0,0.0,51.0,8,0.0,0.0,0.0,84.0,3.0,2,1095.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
325,1.0,72.0,33,0.0,1953.0,0.0,0.0,0.0,6,0.0,0.0,0.0,29.599999999999998,2.0,1,483.0,1.0,1.0,True,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0
326,1.0,0.0,7,0.0,2117.0,1.0,0.0,32.0,6,0.0,0.0,0.0,70.0,2.0,2,756.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
327,1.0,273.6,19,0.0,5306.0,1.0,0.0,35.0,7,0.0,0.0,0.0,44.0,2.0,2,1064.0,1.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,504.0,0.0
328,1.0,273.6,3,0.0,5310.0,0.0,0.0,0.0,6,0.0,0.0,0.0,59.0,2.0,1,1001.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,255.0,0.0
329,1.0,273.6,4,0.0,13704.0,1.0,0.0,81.0,7,0.0,0.0,0.0,90.4,3.0,2,1541.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
330,1.0,0.0,27,0.0,11235.0,0.0,0.0,82.0,4,0.0,0.0,0.0,75.0,3.0,1,1382.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,459.0,0.0
331,1.0,88.0,36,0.0,1890.0,0.0,0.0,0.0,4,0.0,0.0,0.0,29.599999999999998,1.0,1,630.0,0.0,1.0,False,0.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
332,1.0,0.0,5,1.0,7226.0,1.0,0.0,45.0,7,0.0,0.0,0.0,72.0,3.0,2,798.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0
333,1.0,161.0,28,0.0,1950.0,0.0,0.0,0.0,6,0.0,0.0,0.0,29.599999999999998,3.0,2,716.0,1.0,1.0,True,1.0,1.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,452.0,0.0
334,1.0,0.0,6,1.0,13346.0,1.0,0.0,40.0,7,0.0,0.0,0.0,70.0,3.6,2,1166.0,1.0,0.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,590.0,0.0
335,0.0,0.0,15,0.0,11888.0,0.0,0.0,60.0,6,0.0,1.0,0.0,70.0,3.6,2,1445.0,0.0,1.0,True,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0
336,0.0,0.0,57,0.0,7758.0,1.0,0.0,0.0,7,0.0,0.0,1.0,70.0,3.6,1,1226.0,0.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,1.6,240.0,0.0
337,1.0,113.0,13,0.0,9600.0,0.0,0.0,100.0,6,0.0,0.0,0.0,80.0,3.0,2,1094.0,0.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,512.0,0.0
338,1.0,252.0,32,0.0,7950.0,0.0,0.0,0.0,6,0.0,0.0,0.0,75.0,3.0,1,698.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,440.0,0.0
340,1.0,210.0,9,0.0,6000.0,0.0,0.0,0.0,6,0.0,1.0,0.0,50.0,2.0,1,786.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,624.0,0.0
341,1.0,100.0,4,0.0,11911.0,1.0,0.0,38.0,6,0.0,0.0,0.0,90.4,3.0,2,684.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,400.0,1.0
342,1.0,0.0,60,0.0,13923.6,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,1687.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.6,572.0,1.0
343,1.0,0.0,42,0.0,9020.0,0.0,1.0,112.0,6,0.0,0.0,0.0,82.0,3.0,1,1165.0,0.0,1.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0
344,1.0,143.0,12,0.0,10832.0,1.0,0.0,46.0,7,0.0,0.0,0.0,70.0,3.0,2,1086.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,409.0,0.0
346,1.0,0.0,1,0.0,13501.0,1.0,0.0,60.0,8,0.0,0.0,0.0,90.4,3.0,2,1636.0,0.0,0.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
347,0.0,0.0,49,0.0,10150.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,2.0,1,912.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0
348,0.0,0.0,47,0.0,7945.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,1150.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
349,1.0,219.0,23,1.0,5062.0,0.0,0.0,0.0,7,0.0,0.0,0.0,70.0,3.0,2,1190.0,1.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,577.0,0.0
350,1.0,0.0,31,0.0,4928.0,0.0,0.0,112.0,6,0.0,0.0,0.0,70.0,2.0,2,958.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,440.0,0.0
351,1.0,273.6,12,0.0,13923.6,1.0,0.0,99.0,6,0.0,0.0,0.0,65.0,3.0,2,928.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,470.0,0.0
352,1.0,0.0,42,0.0,7162.0,1.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,904.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,408.0,0.0
353,1.0,0.0,8,0.0,6000.0,0.0,0.0,0.0,4,0.0,0.0,0.0,50.0,2.0,1,901.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0
354,1.0,0.0,1,0.0,3180.0,1.0,0.0,112.0,7,0.0,0.0,0.0,30.0,2.0,2,520.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0
355,1.0,168.0,42,0.0,13923.6,0.0,0.0,112.0,5,0.0,0.0,0.0,70.0,3.6,2,1582.0,0.0,1.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,390.0,1.0
356,1.0,140.0,6,0.0,4435.0,1.0,0.0,0.0,6,0.0,0.0,0.0,70.0,1.0,1,848.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,420.0,1.0
357,1.0,144.0,39,0.0,13907.0,0.0,0.0,0.0,5,0.0,0.0,0.0,63.0,3.0,1,996.0,0.0,1.0,False,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
358,1.0,0.0,8,0.0,10267.0,0.0,0.0,0.0,6,0.0,1.0,0.0,55.0,2.0,1,838.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0
359,1.0,0.0,6,0.0,10142.0,1.0,0.0,45.0,7,0.0,0.0,0.0,76.0,3.6,2,956.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0
360,1.0,0.0,53,0.0,13923.6,0.0,0.0,0.0,5,0.0,0.0,0.0,90.0,2.0,1,1336.0,0.0,0.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.6,375.0,0.0
361,0.0,0.0,57,0.0,11345.0,0.0,0.0,0.0,5,0.0,0.0,0.0,90.4,3.6,2,928.0,1.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0
362,1.0,180.0,10,1.0,9920.0,1.0,0.0,112.0,7,0.0,0.0,0.0,90.4,3.0,2,1127.0,1.0,0.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,455.0,1.0
363,0.0,0.0,15,0.0,9000.0,0.0,0.0,0.0,5,0.0,1.0,0.0,50.0,3.0,1,1089.0,1.0,0.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,240.0,0.0
364,1.0,0.0,46,0.0,9247.0,0.0,0.0,84.0,6,0.0,0.0,0.0,70.0,3.6,1,858.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,490.0,0.0
365,1.0,96.0,15,0.0,5395.0,1.0,0.0,0.0,8,0.0,0.0,0.0,41.0,2.0,2,1337.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,462.0,0.0
366,1.0,201.0,20,0.0,10380.0,0.0,1.0,96.0,7,0.0,0.0,0.0,86.0,3.6,2,1553.0,1.0,1.0,True,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,1.0,576.0,0.0
367,1.0,0.0,1,0.0,10402.0,1.0,0.0,36.0,7,0.0,0.0,0.0,90.4,3.0,2,1226.0,0.0,0.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,728.05,0.0
368,1.0,0.0,19,0.0,13600.0,0.0,0.0,42.0,7,0.0,0.0,0.0,85.0,3.0,2,1186.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.6,486.0,0.0
369,0.0,203.0,56,0.0,13132.0,0.0,0.0,40.0,5,0.0,1.0,1.0,90.4,3.6,1,892.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0
370,1.0,273.6,32,0.0,13923.6,0.0,0.0,0.0,4,0.0,0.0,0.0,70.0,3.0,1,1622.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,728.05,1.0
371,1.0,0.0,57,0.0,7128.0,0.0,0.0,0.0,7,0.0,0.0,0.0,53.0,3.6,2,918.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,1.6,240.0,0.0
372,1.0,80.0,20,0.0,12800.0,1.0,1.0,0.0,7,0.0,0.0,0.0,70.0,2.0,2,1644.0,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,569.0,0.0
373,1.0,0.0,29,0.0,10762.0,0.0,0.0,28.0,6,0.0,0.0,0.0,75.0,3.0,1,626.0,1.0,0.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,288.0,0.0
374,1.0,0.0,9,0.0,9179.0,1.0,0.0,88.0,7,0.0,0.0,0.0,68.0,3.0,2,882.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,588.0,0.0
376,1.0,100.0,3,0.0,3182.0,1.0,0.0,16.0,7,0.0,0.0,0.0,43.0,2.0,2,1145.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,397.0,0.0
377,1.0,169.0,1,0.0,8640.0,1.0,0.0,45.0,7,0.0,0.0,0.0,72.0,3.0,2,764.0,1.0,1.0,True,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,614.0,0.0
378,1.0,273.6,14,0.0,7630.0,0.0,0.0,0.0,5,0.0,1.0,0.0,76.0,3.6,2,1032.0,1.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,672.0,0.0
379,1.0,0.0,4,0.0,13695.0,1.0,0.0,78.0,6,0.0,0.0,0.0,66.0,3.0,1,1114.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0
380,1.0,0.0,2,1.0,12537.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,1078.0,0.0,0.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0
381,1.0,0.0,39,0.0,8750.0,0.0,0.0,0.0,5,0.0,0.0,0.0,70.0,3.0,1,1002.0,0.0,1.0,True,1.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,728.05,0.0
382,1.0,0.0,5,0.0,6000.0,0.0,0.0,112.0,3,0.0,0.0,0.0,50.0,2.0,1,679.0,0.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,308.0,0.0
383,1.0,240.0,18,0.0,10186.0,1.0,0.0,39.0,7,0.0,0.0,0.0,90.4,3.0,2,1061.0,1.0,1.0,True,1.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,564.0,0.0
384,1.0,253.0,8,0.0,9750.0,1.0,0.0,112.0,7,0.0,0.0,0.0,75.0,3.0,2,1108.0,1.0,0.0,True,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,583.0,1.0
385,1.0,192.0,1,0.0,7577.0,1.0,0.0,28.0,6,0.0,0.0,0.0,61.0,2.0,2,1362.0,0.0,0.0,True,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,460.0,1.0
386,1.0,0.0,35,0.0,10140.0,0.0,0.0,0.0,6,0.0,0.0,0.0,78.0,3.0,2,1350.0,0.0,1.0,True,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,478.0,0.0
387,1.0,0.0,56,0.0,13923.6,0.0,0.0,0.0,6,0.0,1.0,0.0,80.0,3.6,2,1170.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,360.0,0.0
388,1.0,81.0,37,0.0,13923.6,1.0,1.0,112.0,8,0.0,0.0,0.0,90.4,3.6,2,1692.3000000000002,0.0,1.0,True,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,621.0,0.0
389,1.0,0.0,0,0.0,9588.0,1.0,0.0,112.0,8,0.0,0.0,0.0,69.0,3.0,2,1482.0,1.0,1.0,True,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,728.05,0.0
