LotFrontage,LotArea,Alley,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,isNew,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,firstFlrSF,secondFlrSF,GrLivArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,hasGarage,GarageArea,GarageCond,WoodDeckSF,Nr.Ring,OpenPorchSF,PoolQC,Fence,MiscFeature,MoSold,YrSold,SalePrice
52.0,46589,,CulDSac,Gtl,NoRidge,1Fam,2Story,8,7,1994,False,2005,Hip,CompShg,Gd,TA,PConc,1629,GasA,Ex,Y,SBrkr,1686,762,2448,Gd,Gd,No,1,2,1,4,Gd,8,1,TA,3,True,711,TA,517,2,76,,,,7,2009,402000
120.0,13560,,Corner,Gtl,NAmes,1Fam,1Story,6,3,1968,False,1968,Hip,CompShg,TA,TA,CBlock,1392,GasA,Gd,Y,SBrkr,1392,0,1392,Fa,Fa,No,1,1,0,2,TA,5,2,TA,2,True,576,TA,0,2,0,,,,7,2009,110000
90.0,10012,,Inside,Gtl,Edwards,1Fam,SFoyer,4,5,1972,False,1972,Gable,CompShg,TA,TA,CBlock,1138,GasA,TA,Y,SBrkr,1181,0,1181,Gd,TA,Av,1,2,0,3,TA,6,0,,2,True,588,TA,0,2,0,,MnPrv,,4,2008,137500
49.0,20896,,CulDSac,Gtl,Somerst,1Fam,1Story,8,5,2005,True,2006,Gable,CompShg,Gd,TA,PConc,2077,GasA,Ex,Y,SBrkr,2097,0,2097,Ex,TA,Mn,1,1,1,1,Ex,8,1,Ex,3,True,1134,TA,192,2,267,,,,1,2006,423000
106.0,11194,,Corner,Gtl,Gilbert,1Fam,2Story,8,5,2000,False,2000,Gable,CompShg,Gd,TA,PConc,1406,GasA,Ex,Y,SBrkr,1454,482,1936,Gd,TA,No,0,2,1,3,Gd,7,1,TA,2,True,504,TA,188,2,124,,,,11,2006,230500
,18450,,Inside,Gtl,NAmes,1Fam,2Story,6,5,1965,False,1979,Flat,Tar&Grv,TA,Gd,CBlock,1021,GasA,TA,Y,SBrkr,1465,915,2380,Gd,TA,No,0,2,1,3,TA,7,1,Po,2,True,596,TA,0,2,265,,,,8,2007,129000
65.0,8125,,Inside,Gtl,SawyerW,1Fam,1Story,6,5,1994,False,1998,Gable,CompShg,TA,TA,PConc,1408,GasA,Ex,Y,SBrkr,1679,0,1679,Gd,TA,No,1,2,0,3,Gd,7,1,Fa,2,True,575,TA,224,2,42,,,,10,2008,193500
,14175,,Corner,Mod,Sawyer,1Fam,1Story,5,6,1956,False,1987,Gable,CompShg,TA,TA,CBlock,1188,GasA,Gd,Y,SBrkr,1437,0,1437,TA,TA,No,1,1,1,3,TA,6,1,TA,2,True,576,TA,304,2,0,,,,11,2006,168000
80.0,11600,,Inside,Gtl,Crawfor,1Fam,1Story,4,5,1922,False,1950,Gable,CompShg,TA,TA,BrkTil,700,GasA,Ex,Y,SBrkr,1180,0,1180,Fa,TA,No,0,1,0,2,Fa,5,1,Gd,1,True,252,Fa,0,2,0,,,,7,2006,137500
64.0,8633,,FR2,Gtl,CollgCr,1Fam,2Story,6,5,2005,True,2005,Gable,CompShg,Gd,TA,PConc,738,GasA,Ex,Y,SBrkr,738,738,1476,Gd,TA,No,1,2,1,3,Gd,7,0,,2,True,540,TA,100,2,35,,,,2,2009,173500
54.0,6629,,Inside,Gtl,Edwards,1Fam,2Story,6,6,1925,False,1950,Gambrel,CompShg,TA,Gd,BrkTil,672,GasA,TA,N,SBrkr,697,672,1369,TA,TA,No,1,2,0,3,TA,6,0,,1,True,300,TA,147,2,0,,,,7,2009,103600
,11250,,Inside,Gtl,Veenker,1Fam,1Story,6,6,1977,False,1977,Gable,CompShg,Gd,TA,CBlock,1208,GasA,TA,Y,SBrkr,1208,0,1208,Gd,TA,No,1,1,1,3,TA,6,1,TA,2,True,546,TA,198,2,42,,,,6,2006,165000
110.0,14442,,Inside,Gtl,Crawfor,1Fam,1Story,6,7,1957,False,2004,Hip,CompShg,TA,TA,PConc,1477,GasA,Ex,Y,SBrkr,1839,0,1839,TA,TA,No,1,2,0,3,Gd,7,2,TA,2,True,416,TA,0,2,87,,,,6,2007,257500
80.0,9200,,Inside,Gtl,NAmes,1Fam,1Story,6,6,1965,False,1965,Gable,CompShg,TA,TA,CBlock,1136,GasA,TA,Y,SBrkr,1136,0,1136,TA,TA,No,1,1,0,3,TA,5,1,Gd,1,True,384,TA,426,2,0,,,,7,2008,140000
24.0,2289,,Inside,Gtl,NPkVill,Twnhs,2Story,6,6,1978,False,1978,Gable,CompShg,TA,TA,CBlock,855,GasA,TA,Y,SBrkr,855,586,1441,TA,TA,No,0,2,1,3,TA,7,1,TA,2,True,440,TA,28,2,0,,,,4,2009,148500
60.0,9600,Grvl,Inside,Gtl,OldTown,1Fam,2Story,4,2,1900,False,1950,Gable,CompShg,TA,TA,BrkTil,1095,GasW,Fa,N,SBrkr,1095,679,1774,TA,Fa,No,1,2,0,4,TA,8,0,,3,True,779,Fa,0,2,0,,,,5,2006,87000
52.0,9022,,Inside,Gtl,OldTown,1Fam,1Story,5,8,1924,False,2006,Gable,CompShg,Gd,TA,BrkTil,768,GasA,Ex,Y,SBrkr,792,0,792,TA,TA,No,0,1,0,2,Gd,5,0,,1,True,240,Fa,316,2,0,,,,5,2009,109500
80.0,11844,,Inside,Gtl,StoneBr,1Fam,1Story,8,5,2008,True,2008,Hip,CompShg,Gd,TA,PConc,2046,GasA,Ex,Y,SBrkr,2046,0,2046,Ex,TA,Mn,0,2,1,3,Gd,7,1,Gd,3,True,834,TA,322,2,82,,,,7,2009,372500
,9945,,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1961,False,1961,Hip,CompShg,TA,TA,CBlock,988,GasA,TA,Y,SBrkr,988,0,988,TA,TA,No,1,1,0,3,TA,5,0,,2,True,572,TA,0,2,0,,,,10,2007,128500
50.0,8012,,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,1980,False,1980,Gable,CompShg,TA,TA,CBlock,923,GasA,TA,Y,SBrkr,923,0,923,Gd,TA,No,0,2,0,2,TA,5,1,TA,1,True,264,TA,80,2,0,,,,5,2010,143000
55.0,4500,Pave,Inside,Gtl,SWISU,1Fam,1.5Fin,5,5,1932,False,2000,Gable,CompShg,TA,TA,BrkTil,793,GasA,Ex,Y,SBrkr,848,672,1520,TA,TA,No,0,1,0,3,TA,6,0,,1,True,281,TA,0,2,0,,,,7,2009,159434
,2887,,Inside,Gtl,ClearCr,1Fam,1Story,6,5,1996,False,1997,Gable,CompShg,TA,TA,PConc,1291,GasA,Ex,Y,SBrkr,1291,0,1291,Gd,TA,Mn,1,1,0,2,Gd,6,1,Gd,2,True,431,TA,307,2,0,,,,11,2008,173000
90.0,11248,,Corner,Gtl,CollgCr,1Fam,1Story,9,5,2002,True,2002,Hip,CompShg,Gd,TA,PConc,1626,GasA,Ex,Y,SBrkr,1668,0,1668,Gd,TA,Av,1,2,0,3,Gd,7,1,TA,3,True,702,TA,257,2,45,,,,7,2007,285000
58.0,16770,,CulDSac,Gtl,NoRidge,1Fam,2Story,7,5,1998,False,1998,Gable,CompShg,Gd,TA,PConc,1195,GasA,Gd,Y,SBrkr,1195,644,1839,Gd,TA,No,0,2,1,4,TA,7,0,,2,True,486,TA,0,2,81,,,,6,2010,221000
,5062,,CulDSac,Gtl,StoneBr,TwnhsE,2Story,7,5,1984,False,1984,Gable,CompShg,Gd,TA,CBlock,1190,GasA,Gd,Y,SBrkr,1190,900,2090,Gd,TA,Mn,1,2,0,3,Gd,6,1,TA,2,True,577,TA,219,2,0,,,,9,2007,207500
84.0,10207,,Inside,Gtl,Somerst,1Fam,2Story,7,6,2007,True,2007,Gable,CompShg,Gd,TA,PConc,874,GasA,Ex,Y,SBrkr,874,887,1761,Gd,TA,No,0,3,0,3,Gd,7,0,,2,True,578,TA,144,2,105,,,,8,2007,227875
,5105,,FR2,Gtl,Somerst,TwnhsE,2Story,7,5,2004,True,2004,Gable,CompShg,Gd,TA,PConc,551,GasA,Ex,Y,SBrkr,551,551,1102,Gd,TA,No,0,2,1,2,Gd,4,0,,2,True,480,TA,0,2,60,,,,3,2007,148800
60.0,8089,,Inside,Gtl,StoneBr,1Fam,1Story,8,6,2007,True,2007,Gable,CompShg,Gd,TA,PConc,1419,GasA,Ex,Y,SBrkr,1419,0,1419,Gd,TA,Av,1,2,0,2,Gd,7,1,Gd,2,True,567,TA,140,2,0,,,,10,2007,392000
61.0,7577,,Corner,Gtl,NridgHt,TwnhsE,1Story,6,5,2005,True,2006,Gable,CompShg,Gd,TA,PConc,1362,GasA,Ex,Y,SBrkr,1362,0,1362,Gd,TA,Av,0,2,0,2,Gd,6,1,Gd,2,True,460,TA,192,2,28,,,,6,2007,194700
,4426,,Inside,Gtl,CollgCr,TwnhsE,1Story,6,5,2004,True,2004,Gable,CompShg,Gd,TA,PConc,848,GasA,Ex,Y,SBrkr,848,0,848,Gd,TA,Gd,1,1,0,1,Gd,3,1,TA,2,True,420,TA,149,2,0,,,,5,2008,141000
104.0,21535,,Corner,Gtl,NoRidge,1Fam,2Story,10,6,1994,False,1995,Gable,WdShngl,Ex,TA,PConc,2444,GasA,Ex,Y,SBrkr,2444,1872,4316,Ex,TA,Gd,0,3,1,4,Ex,10,2,Ex,3,True,832,TA,382,2,50,,,,1,2007,755000
42.0,26178,,Inside,Mod,Timber,1Fam,2Story,7,5,1989,False,1990,Hip,CompShg,Gd,TA,PConc,1210,GasA,Ex,Y,SBrkr,1238,1281,2519,Gd,TA,Gd,1,2,1,4,Gd,9,2,Gd,2,True,628,TA,320,2,27,,,,4,2006,335000
60.0,5400,,Corner,Sev,OldTown,1Fam,1Story,5,6,1921,False,1968,Gable,CompShg,TA,TA,BrkTil,1073,GasA,Ex,Y,SBrkr,1073,0,1073,TA,TA,No,0,1,0,2,TA,4,0,,1,True,326,TA,0,2,0,,,,12,2006,108480
51.0,6120,,Corner,Gtl,BrkSide,1Fam,1.5Fin,5,6,1936,False,1950,Gable,CompShg,TA,Fa,BrkTil,927,GasA,TA,Y,SBrkr,1067,472,1539,TA,TA,No,0,1,1,3,TA,5,0,,2,True,576,TA,112,2,0,,MnPrv,,4,2009,141500
54.0,13811,,Inside,Gtl,Timber,1Fam,1Story,6,6,1987,False,1987,Gable,CompShg,TA,TA,CBlock,1112,GasA,Gd,Y,SBrkr,1137,0,1137,Gd,Gd,No,1,2,0,2,Gd,5,1,TA,2,True,551,TA,125,2,0,,,,7,2006,176000
50.0,6000,,Inside,Gtl,BrkSide,1Fam,1Story,5,7,1921,False,1950,Gable,CompShg,TA,TA,CBlock,616,GasA,Gd,Y,SBrkr,616,0,616,TA,TA,No,0,1,0,2,TA,4,0,,1,True,205,TA,0,2,0,,,,6,2006,89000
57.0,6420,,Inside,Gtl,Edwards,1Fam,1Story,5,7,1952,False,1952,Gable,CompShg,TA,TA,PConc,980,GasA,Fa,Y,FuseA,1148,0,1148,Ex,Gd,Mn,0,1,0,2,TA,6,0,,1,True,308,TA,0,2,0,,,,9,2006,123500
65.0,8450,,Inside,Gtl,Sawyer,1Fam,1Story,5,8,1965,False,2009,Gable,CompShg,TA,Gd,CBlock,894,GasA,Ex,Y,SBrkr,894,0,894,TA,TA,No,1,1,0,3,TA,5,1,Gd,1,True,336,TA,416,2,144,,MnPrv,,4,2010,138500
59.0,4282,Pave,Inside,Gtl,Somerst,TwnhsE,1Story,7,5,2004,True,2004,Gable,CompShg,Gd,TA,PConc,1391,GasA,Ex,Y,SBrkr,1391,0,1391,Gd,TA,Mn,0,2,0,2,Gd,5,0,,2,True,530,TA,156,2,158,,,,7,2008,196000
85.0,14331,,Inside,Gtl,Timber,1Fam,1Story,8,5,2002,True,2002,Hip,CompShg,Gd,TA,PConc,1800,GasA,Ex,Y,SBrkr,1800,0,1800,Ex,TA,Gd,1,2,0,3,Gd,7,1,Gd,3,True,765,TA,270,2,78,,,,5,2006,312500
80.0,9600,,Inside,Gtl,NWAmes,1Fam,1Story,7,5,1969,False,1969,Hip,CompShg,TA,TA,CBlock,1164,GasA,TA,Y,SBrkr,1164,0,1164,TA,TA,No,0,1,1,3,TA,6,0,,2,True,528,TA,0,2,0,,,,7,2006,140000
82.0,12438,,Inside,Gtl,StoneBr,1Fam,2Story,8,5,2006,True,2006,Hip,CompShg,Ex,TA,PConc,1234,GasA,Ex,Y,SBrkr,1264,1312,2576,Ex,Gd,No,0,2,1,4,Ex,10,1,Gd,3,True,666,TA,324,2,100,,,,7,2006,361919
76.0,7630,,Inside,Gtl,OldTown,2fmCon,2Story,5,9,1900,False,1996,Gable,CompShg,TA,Gd,BrkTil,360,GasA,Gd,Y,SBrkr,1032,780,1812,Gd,TA,No,0,2,0,4,Gd,8,1,Po,2,True,672,TA,344,2,0,,MnPrv,,5,2010,140000
70.0,8400,,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2004,True,2005,Gable,CompShg,Gd,TA,PConc,1473,GasA,Ex,Y,SBrkr,1484,0,1484,Gd,TA,Av,1,2,0,3,Gd,7,0,,2,True,606,TA,0,2,35,,,,5,2010,213000
70.0,5600,,Inside,Gtl,IDOTRR,2fmCon,2Story,4,5,1930,False,1950,Hip,CompShg,Fa,Fa,Slab,0,GasA,Fa,N,SBrkr,372,720,1092,,,,0,2,0,3,Fa,7,0,,0,False,0,,0,2,0,,,Othr,7,2010,55000
,115149,,CulDSac,Sev,ClearCr,1Fam,1Story,7,5,1971,False,2002,Gable,CompShg,TA,TA,CBlock,1643,GasA,TA,Y,SBrkr,1824,0,1824,Gd,TA,Gd,1,2,0,2,Gd,5,2,TA,2,True,739,TA,380,2,48,,,,6,2007,302000
48.0,6240,,Inside,Gtl,NridgHt,TwnhsE,1Story,8,5,2006,True,2006,Hip,CompShg,Gd,TA,PConc,1324,GasA,Ex,Y,SBrkr,1324,0,1324,Gd,TA,No,1,2,0,2,Gd,6,1,Gd,2,True,550,TA,192,2,38,,,,12,2009,254000
65.0,9018,,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2007,True,2007,Hip,CompShg,Gd,TA,PConc,728,GasA,Ex,Y,SBrkr,728,728,1456,Gd,TA,Av,0,2,1,3,Gd,8,1,Gd,2,True,400,TA,100,2,24,,,,7,2007,179540
,7162,,Inside,Gtl,Sawyer,1Fam,1Story,5,7,1966,False,1966,Gable,CompShg,TA,TA,PConc,876,GasA,TA,Y,SBrkr,904,0,904,TA,TA,No,0,1,0,3,TA,6,0,,1,True,408,TA,0,2,0,,MnPrv,,12,2008,109900
56.0,4130,,Inside,Gtl,BrkSide,1Fam,1Story,3,6,1935,False,2003,Gable,CompShg,Gd,TA,CBlock,270,GasA,Gd,Y,SBrkr,729,0,729,TA,TA,No,0,1,0,2,TA,5,0,,0,False,0,,0,2,0,,,,7,2008,52000
66.0,8712,Pave,Inside,Mod,IDOTRR,1Fam,1.5Fin,4,7,1900,False,1950,Gable,CompShg,TA,TA,Stone,859,GasA,Gd,Y,SBrkr,859,319,1178,TA,TA,Mn,0,1,0,2,TA,7,0,,1,True,384,TA,68,2,0,,,,1,2010,102776
40.0,4671,,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1988,False,1989,Gable,CompShg,Gd,TA,PConc,1228,GasA,Gd,Y,SBrkr,1228,0,1228,Gd,TA,Mn,1,2,0,2,Gd,5,1,Gd,2,True,472,TA,168,2,120,,,,10,2008,189000
60.0,9873,,Inside,Gtl,BrkSide,2fmCon,1Story,4,5,1970,False,1970,Gable,CompShg,TA,TA,CBlock,960,GasW,TA,N,SBrkr,960,0,960,TA,TA,Av,1,1,0,3,TA,6,0,,2,True,576,TA,0,2,288,,,,5,2006,129000
,13517,,CulDSac,Gtl,Sawyer,1Fam,2Story,6,8,1976,False,2005,Gable,CompShg,Gd,TA,CBlock,725,GasA,Ex,Y,SBrkr,725,754,1479,TA,TA,No,0,2,1,3,Gd,6,0,,2,True,475,TA,0,2,44,,,,3,2010,130500
78.0,10140,,Inside,Gtl,NWAmes,1Fam,1Story,6,5,1974,False,1974,Hip,CompShg,TA,TA,CBlock,1064,GasA,TA,Y,SBrkr,1350,0,1350,Gd,TA,No,0,2,0,3,TA,7,1,TA,2,True,478,TA,0,2,0,,MnPrv,,8,2009,165000
60.0,10800,Grvl,Inside,Gtl,OldTown,1Fam,2Story,7,8,1890,False,1998,Gable,CompShg,TA,Gd,BrkTil,718,GasA,Ex,Y,SBrkr,1576,978,2554,TA,TA,No,0,1,1,3,TA,8,0,,2,True,704,TA,0,2,48,,,,7,2007,159500
80.0,10000,,Inside,Gtl,NWAmes,1Fam,1Story,5,6,1973,False,2000,Gable,CompShg,TA,TA,CBlock,1176,GasA,Gd,Y,SBrkr,1178,0,1178,Gd,TA,No,0,1,1,3,Gd,5,1,Fa,2,True,439,TA,224,2,0,,MnPrv,,11,2008,157000
96.0,10542,,Inside,Gtl,NoRidge,1Fam,2Story,7,5,1993,False,1994,Hip,CompShg,Gd,TA,PConc,1311,GasA,Ex,Y,SBrkr,1325,1093,2418,Gd,TA,Gd,1,2,1,3,Gd,9,1,TA,3,True,983,TA,250,2,154,,,,8,2008,341000
69.0,9920,,Inside,Gtl,CollgCr,1Fam,1Story,5,6,1969,False,1969,Gable,CompShg,TA,TA,CBlock,971,GasA,TA,Y,SBrkr,971,0,971,Gd,TA,Gd,0,1,1,3,TA,5,1,Po,1,True,300,TA,0,2,0,,,,5,2006,128500
,6563,,CulDSac,Mod,StoneBr,1Fam,1Story,8,5,1985,False,1985,Gable,CompShg,Gd,TA,PConc,1742,GasA,TA,Y,SBrkr,1742,0,1742,Gd,TA,Gd,1,2,0,2,Gd,5,1,TA,2,True,564,TA,114,2,28,,,,12,2006,275000
,4426,,Inside,Gtl,CollgCr,TwnhsE,1Story,6,5,2004,True,2004,Gable,CompShg,Gd,TA,PConc,848,GasA,Ex,Y,SBrkr,848,0,848,Gd,TA,Av,1,1,0,1,Gd,3,0,,2,True,420,TA,160,2,0,,,,5,2010,143000
70.0,8120,,Inside,Gtl,NAmes,1Fam,1Story,4,7,1970,False,1970,Gable,CompShg,TA,Gd,CBlock,864,GasA,Ex,Y,SBrkr,864,0,864,TA,TA,No,0,1,0,3,TA,5,0,,2,True,463,TA,0,2,0,,,,7,2009,124500
60.0,8172,,Inside,Gtl,Edwards,1Fam,1.5Fin,4,6,1954,False,1972,Gable,CompShg,TA,TA,PConc,941,GasA,Ex,Y,SBrkr,997,473,1470,TA,TA,No,0,2,0,4,TA,7,0,,1,True,548,TA,0,2,0,,,,5,2008,135000
86.0,13286,,Inside,Gtl,Edwards,1Fam,1Story,9,5,2007,True,2008,Hip,CompShg,Ex,TA,PConc,1698,GasA,Ex,Y,SBrkr,1698,0,1698,Ex,TA,No,1,2,0,3,Ex,8,1,Gd,3,True,768,TA,327,2,64,,,,2,2009,320000
60.0,6960,,Inside,Gtl,NAmes,1Fam,1Story,4,6,1970,False,1970,Gable,CompShg,TA,TA,CBlock,864,GasA,TA,Y,SBrkr,864,0,864,TA,TA,No,0,1,0,3,Gd,5,0,,2,True,660,TA,96,2,0,,,Shed,11,2009,120500
,21695,,Corner,Gtl,Crawfor,1Fam,1Story,6,9,1988,False,2007,Hip,CompShg,Gd,Gd,CBlock,880,GasA,Ex,Y,SBrkr,1680,0,1680,Gd,TA,No,1,2,0,3,Gd,5,1,Gd,2,True,540,TA,292,2,44,,,,12,2009,222000
64.0,7314,,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2007,True,2007,Gable,CompShg,Gd,TA,PConc,1232,GasA,Ex,Y,SBrkr,1232,0,1232,Gd,TA,Av,1,2,0,2,Gd,6,0,,2,True,632,TA,132,2,0,,,,2,2009,194500
85.0,11475,,Corner,Gtl,NAmes,Duplex,1Story,5,5,1958,False,1958,Gable,CompShg,TA,TA,CBlock,1584,GasA,TA,Y,SBrkr,1776,0,1776,TA,TA,No,1,2,0,4,TA,9,0,,3,True,888,TA,0,2,25,,,,7,2009,110000
52.0,6240,Grvl,Inside,Gtl,IDOTRR,1Fam,1.5Fin,4,5,1925,False,1950,Gable,CompShg,TA,TA,CBlock,780,GasA,TA,Y,FuseA,848,0,1208,TA,TA,No,0,1,0,2,TA,5,0,,2,True,539,TA,0,2,23,,,,1,2009,103000
39.0,5389,,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1995,False,1996,Gable,CompShg,Gd,TA,PConc,1595,GasA,Ex,Y,SBrkr,1616,0,1616,Gd,TA,No,1,2,0,2,Gd,5,1,TA,2,True,608,TA,237,2,152,,,,3,2010,236500
73.0,9590,,Corner,Gtl,Timber,1Fam,SLvl,7,5,2003,True,2003,Gable,CompShg,Gd,TA,PConc,868,GasA,Ex,Y,SBrkr,1146,0,1146,Ex,TA,Av,1,2,0,3,Gd,6,1,Gd,2,True,438,TA,160,2,22,,,,5,2007,187500
75.0,11404,,Inside,Gtl,CollgCr,1Fam,2Story,7,5,1998,False,1999,Gable,CompShg,Gd,TA,PConc,1153,GasA,Ex,Y,SBrkr,1153,878,2031,Gd,TA,Av,0,2,1,3,Gd,8,1,TA,2,True,541,TA,192,2,84,,,,7,2008,222500
80.0,10000,,Corner,Gtl,Sawyer,1Fam,1Story,5,6,1961,False,1983,Hip,CompShg,TA,TA,CBlock,864,GasA,Ex,Y,SBrkr,1144,0,1144,TA,TA,No,1,1,0,3,TA,6,1,TA,1,True,264,TA,165,2,0,,GdWo,Shed,3,2009,131400
,8978,,Corner,Gtl,Sawyer,1Fam,1Story,5,5,1968,False,1968,Gable,CompShg,TA,TA,PConc,948,GasA,TA,Y,SBrkr,948,0,948,TA,TA,No,0,1,0,3,TA,6,0,,1,True,300,TA,147,2,0,,,,5,2007,108000
60.0,10800,,Inside,Gtl,OldTown,1Fam,2.5Unf,7,7,1914,False,1970,Gable,CompShg,TA,TA,BrkTil,880,GasW,Fa,N,SBrkr,880,888,1768,Gd,TA,Mn,0,1,1,2,TA,6,2,TA,2,True,320,TA,0,2,341,,,,10,2006,163000
60.0,8544,,Inside,Gtl,NAmes,Duplex,1Story,3,4,1950,False,1950,Gable,CompShg,TA,TA,CBlock,0,GasA,Gd,N,FuseF,1040,0,1040,,,,0,2,0,2,TA,6,0,,2,True,400,TA,0,2,0,,,,7,2006,93500
72.0,10463,,CulDSac,Gtl,Gilbert,1Fam,2Story,8,5,2005,True,2005,Gable,CompShg,Gd,TA,PConc,893,GasA,Ex,Y,SBrkr,901,900,1801,Gd,TA,No,0,2,1,3,Gd,8,1,Gd,3,True,800,TA,0,2,116,,,,6,2006,239900
60.0,10800,,Inside,Gtl,Edwards,Duplex,1Story,5,5,1987,False,1988,Gable,CompShg,TA,TA,CBlock,1200,GasA,TA,Y,SBrkr,1200,0,1200,Gd,Gd,Gd,3,3,0,3,TA,5,0,,0,False,0,,120,2,0,,,,3,2009,179000
65.0,9313,,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2004,True,2004,Gable,CompShg,Gd,TA,PConc,864,GasA,Ex,Y,SBrkr,864,864,1728,Gd,TA,No,0,2,1,3,Gd,7,0,,2,True,572,TA,187,2,56,,,,4,2009,190000
60.0,9600,Grvl,Inside,Gtl,OldTown,1Fam,2Story,5,7,1910,False,2002,Gable,CompShg,TA,Gd,BrkTil,264,GasA,Ex,Y,SBrkr,768,664,1432,Fa,Fa,No,0,2,0,2,TA,7,0,,2,True,360,Gd,270,2,0,,GdPrv,,5,2007,132000
65.0,6768,,Inside,Gtl,Sawyer,1Fam,1Story,6,8,1961,False,1996,Hip,CompShg,TA,Gd,CBlock,912,GasA,Gd,Y,SBrkr,912,0,912,TA,TA,Mn,1,1,0,3,Gd,5,0,,1,True,288,TA,168,2,0,,GdPrv,,5,2008,142000
65.0,8450,,Inside,Gtl,SawyerW,1Fam,1Story,7,5,2000,False,2001,Gable,CompShg,TA,TA,PConc,1349,GasA,Ex,Y,SBrkr,1349,0,1349,Gd,TA,No,0,2,0,3,TA,6,0,,2,True,539,TA,120,2,55,,GdPrv,,12,2007,179000
70.0,12886,,Inside,Gtl,Sawyer,1Fam,SLvl,5,6,1963,False,1999,Gable,CompShg,TA,TA,CBlock,520,GasA,Ex,Y,SBrkr,1464,0,1464,Gd,TA,Av,0,2,0,3,TA,6,1,TA,2,True,480,TA,302,2,0,,,,10,2009,175000
41.0,5395,,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1993,False,1993,Gable,CompShg,Gd,TA,PConc,1337,GasA,Gd,Y,SBrkr,1337,0,1337,Gd,TA,No,1,2,0,2,Gd,5,1,TA,2,True,462,TA,96,2,0,,,,10,2008,180000
,8963,,Inside,Gtl,NWAmes,1Fam,2Story,8,9,1976,False,1996,Hip,CompShg,Ex,Gd,CBlock,1142,GasA,Ex,Y,SBrkr,1175,1540,2715,TA,Gd,No,0,3,1,4,Gd,11,2,TA,2,True,831,TA,0,2,204,,,,7,2008,299800
,8795,,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2000,False,2000,Gable,CompShg,Gd,TA,PConc,952,GasA,Ex,Y,SBrkr,980,1276,2256,Gd,TA,No,0,2,1,4,Gd,8,1,TA,2,True,554,TA,224,2,54,,,,4,2009,236000
65.0,11700,Pave,Corner,Gtl,OldTown,1Fam,2Story,7,7,1880,False,2003,Mansard,CompShg,Gd,TA,Stone,1240,GasW,TA,N,SBrkr,1320,1320,2640,TA,Fa,No,0,1,1,4,Gd,8,1,Gd,4,True,864,TA,181,2,0,,,,5,2009,265979
59.0,10593,,Inside,Gtl,NoRidge,1Fam,1Story,7,5,1996,False,1996,Hip,CompShg,Gd,TA,PConc,1720,GasA,Ex,Y,SBrkr,1720,0,1720,Gd,TA,No,1,2,0,3,Gd,7,1,TA,2,True,527,TA,240,2,56,,,,3,2010,260400
50.0,8405,,Inside,Gtl,Edwards,1Fam,1.5Fin,4,3,1945,False,1950,Gable,CompShg,TA,TA,Slab,0,Wall,TA,N,FuseF,1088,441,1529,,,,0,2,0,4,TA,9,0,,1,True,240,TA,92,2,0,,,,4,2009,98000
55.0,8800,Grvl,Corner,Gtl,OldTown,1Fam,1.5Fin,4,7,1910,False,2004,Gable,CompShg,TA,TA,BrkTil,576,GasA,Gd,Y,SBrkr,792,348,1140,TA,Fa,No,0,1,0,3,TA,7,0,,0,False,0,,0,2,160,,,,6,2010,96500
,7750,,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2003,True,2003,Gable,CompShg,Gd,TA,PConc,660,GasA,Ex,Y,SBrkr,660,660,1320,Gd,TA,No,0,2,1,3,Gd,6,0,,2,True,400,TA,0,2,48,,,,8,2007,162000
79.0,9236,,Inside,Gtl,CollgCr,1Fam,1Story,6,5,1997,False,1997,Gable,CompShg,TA,Gd,PConc,1479,GasA,Ex,Y,SBrkr,1494,0,1494,Gd,TA,Gd,1,2,0,3,Gd,6,0,,2,True,576,TA,168,2,27,,,,7,2006,217000
80.0,10240,,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2005,True,2005,Gable,CompShg,Gd,TA,PConc,1030,GasA,Gd,Y,SBrkr,1038,1060,2098,Gd,TA,Mn,0,2,1,3,Ex,8,1,Gd,3,True,878,TA,192,2,52,,,,3,2006,275500
61.0,7930,,Inside,Gtl,NAmes,1Fam,1Story,6,8,1969,False,2005,Gable,CompShg,TA,TA,CBlock,1026,GasA,Gd,Y,SBrkr,1026,0,1026,TA,TA,No,1,1,0,3,Gd,5,0,,2,True,440,TA,171,2,48,,,,7,2009,156000
