,price,sqm_living,room,baths,toilets,balcony,park_space,parkm,garage,loggia,terrace,sqm_lot,garten,lift,erstbezug,new_bld,old_bld,kitchen,alarm,len_explanation,building_age
543,239000,62,3.0,1,1,0,0,0,0,0,0,62.0,0,0,0,1,0,0,0,1922,54.0
544,199998,38,2.0,1,1,1,0,0,0,1,0,37.55,0,1,1,1,0,0,0,1922,1.0
545,469000,65,3.0,1,1,0,0,1,0,1,1,65.16,0,1,1,1,0,0,0,1922,
546,1049000,122,4.5,2,3,0,0,0,0,0,1,122.05,0,1,1,1,0,0,0,1325,1.0
547,579000,68,2.0,1,1,1,0,0,0,0,0,68.0,0,1,1,1,0,0,0,1527,1.0
548,1018000,107,4.0,1,1,1,0,0,0,1,0,106.59,0,1,1,1,0,0,0,3442,-2.0
549,839000,90,3.0,1,2,0,0,0,0,0,1,89.52,1,1,1,1,0,0,1,2367,1.0
550,1049000,115,4.0,2,2,0,0,0,0,0,1,114.58,1,1,1,1,0,0,0,1735,1.0
551,1149000,115,4.0,2,3,0,0,0,0,0,1,114.94,1,1,1,1,0,0,0,2336,1.0
552,890000,86,3.0,2,2,1,0,0,0,0,0,86.0,0,1,1,0,1,0,0,2336,114.0
553,224500,50,2.0,1,1,0,0,0,0,0,1,50.47,0,0,1,1,0,0,0,3850,3.0
554,835100,111,3.0,1,2,1,0,0,0,0,1,110.59,0,0,1,1,0,0,0,4012,3.0
555,223900,50,2.0,1,1,0,0,0,0,0,1,50.32,0,0,1,1,0,0,0,3850,3.0
556,405000,60,3.0,1,1,1,0,0,0,0,1,60.42,0,0,1,1,0,0,0,3892,3.0
557,748400,103,3.0,1,1,0,0,0,0,0,1,103.16,0,0,1,1,0,0,0,3895,3.0
558,520400,86,2.0,1,1,0,0,0,0,0,1,85.77,0,0,1,1,0,0,0,3918,3.0
559,297000,49,,1,1,1,0,0,0,0,1,48.87,0,0,1,1,0,0,0,4043,3.0
560,417300,69,2.0,1,1,1,0,0,0,0,1,69.47,0,0,1,1,0,0,0,3852,3.0
561,5900000,350,7.0,4,5,1,0,0,0,1,0,350.0,0,1,1,0,0,0,0,1175,
562,139000,35,2.0,1,1,0,0,0,0,0,0,34.83,0,0,0,0,0,0,0,1017,121.0
563,799000,120,4.0,1,1,0,0,0,0,0,1,119.71,0,1,0,0,0,0,0,1841,
564,690000,122,4.0,2,1,1,0,0,0,0,1,122.44,0,1,1,1,0,0,0,3980,0.0
565,249000,58,2.0,1,1,0,0,0,0,0,1,58.26,0,1,0,1,0,0,0,1786,
566,459000,58,2.0,1,1,0,0,0,0,0,0,58.45,0,1,0,0,1,0,0,1894,119.0
567,799000,130,4.0,1,2,0,0,0,0,0,1,130.0,0,1,1,0,0,0,0,1088,
568,1188000,141,4.0,2,2,1,0,0,0,1,0,140.52,0,1,1,1,0,0,0,3719,-2.0
569,749000,86,3.0,1,1,0,0,0,0,0,0,86.0,0,1,0,0,1,1,0,2248,69.0
570,355000,44,2.0,1,1,0,0,1,0,0,1,43.74,1,1,1,1,0,0,0,6055,1.0
571,325000,45,2.0,1,1,1,0,1,0,0,1,45.35,1,1,1,1,0,0,0,6012,1.0
572,305000,39,2.0,1,1,0,0,1,0,0,1,39.38,1,1,1,1,0,0,0,6046,1.0
573,723000,87,2.5,1,1,0,0,0,0,0,1,86.9,0,1,0,1,0,1,0,3550,17.0
574,1050000,109,4.0,2,2,1,0,0,0,1,0,109.13,0,1,1,1,0,0,0,3677,-2.0
575,640000,106,3.0,1,2,1,0,0,0,0,0,106.0,0,1,0,0,1,1,0,2495,121.0
576,559000,161,6.0,2,3,0,0,0,0,0,0,161.49,0,0,0,0,1,0,0,3428,141.0
577,449000,80,3.0,1,1,1,0,1,1,0,1,80.0,0,1,0,1,0,1,0,2341,12.0
578,1450000,200,3.0,2,3,1,0,2,2,0,1,200.0,0,1,0,0,0,0,1,3383,26.0
579,189000,30,2.0,1,1,0,0,0,0,0,0,30.04,0,1,1,1,0,0,0,2589,1.0
580,181000,30,2.0,1,1,0,0,0,0,0,0,30.04,0,1,1,1,0,0,0,2589,1.0
581,181000,30,2.0,1,1,0,0,0,0,0,0,30.04,0,1,1,1,0,0,0,2589,1.0
582,675000,104,4.0,1,1,0,0,0,0,0,0,104.26,0,1,0,0,1,0,0,2258,
583,249800,40,1.0,1,1,0,0,0,0,0,0,40.0,1,1,0,0,1,1,0,3085,
584,498000,88,3.0,1,1,0,0,0,0,1,0,87.88,0,1,0,1,0,0,0,2196,8.0
585,217273,41,2.0,1,1,0,0,0,0,0,1,41.14,0,1,1,1,0,0,0,3017,1.0
586,390000,63,3.0,1,1,0,0,0,0,0,0,63.0,1,0,0,1,0,0,0,2391,68.0
587,199000,58,,1,1,0,0,0,0,0,0,58.0,0,0,0,0,0,0,0,2864,68.0
588,573912,78,3.0,2,1,1,0,0,0,0,0,78.15,0,1,1,0,1,0,0,4100,
589,184900,36,1.0,1,1,0,0,0,0,0,1,36.1,0,1,1,0,1,0,0,6231,
590,499000,100,3.0,1,1,0,0,0,0,0,0,100.0,0,0,0,0,1,0,0,3757,
591,359997,71,3.0,1,1,0,0,0,0,0,1,71.0,0,0,1,0,0,0,0,3939,121.0
592,343500,63,3.0,1,1,1,0,0,0,0,1,62.84,0,1,1,1,0,0,0,3473,0.0
593,398999,75,3.0,1,1,1,0,0,0,0,0,75.16,0,1,0,0,0,0,0,3792,111.0
594,329999,68,2.0,1,1,0,0,0,0,0,0,68.2,0,1,0,0,0,1,0,2991,
595,228999,47,2.0,1,1,0,0,0,0,0,0,47.27,0,1,0,0,0,0,0,3765,111.0
596,249000,45,2.0,1,1,1,0,0,0,0,0,44.62,0,1,0,0,0,0,0,3772,111.0
597,212000,45,2.0,1,1,0,0,0,0,0,1,45.2,0,1,0,1,0,0,0,2248,-1.0
598,212000,45,2.0,1,1,0,0,0,0,0,1,45.2,0,1,0,1,0,0,0,2248,-1.0
599,216000,45,2.0,1,1,0,0,0,0,0,1,45.49,0,1,0,1,0,0,0,2248,1.0
600,443000,96,4.0,1,1,1,0,0,0,0,1,96.12,0,1,0,1,0,0,0,2364,-1.0
601,763000,107,4.0,1,1,1,0,0,0,1,1,106.5,1,1,1,1,0,0,0,1771,-2.0
602,423000,68,2.0,1,1,0,0,0,0,1,1,67.73,1,1,1,1,0,0,0,1771,-2.0
603,324000,55,2.0,1,1,1,0,0,0,1,0,55.38,1,1,1,1,0,0,0,1676,-2.0
604,760000,111,4.0,2,2,1,0,0,0,1,1,110.6,1,1,1,1,0,0,0,1770,-2.0
605,306899,59,3.0,1,1,0,0,1,0,0,1,59.17,0,1,1,0,0,0,0,3851,1.0
606,256680,56,2.0,1,1,1,0,1,0,0,1,55.57,0,1,1,1,0,0,0,4694,0.0
607,279000,56,2.0,1,1,1,0,1,0,0,1,55.57,0,1,1,1,0,0,0,4694,0.0
608,279000,56,2.0,1,1,1,0,1,0,1,1,55.57,0,1,1,1,0,0,0,6519,0.0
609,256680,56,2.0,1,1,1,0,1,0,1,1,55.57,0,1,1,1,0,0,0,6562,0.0
610,299000,58,3.0,1,1,1,0,1,0,1,1,58.18,0,1,1,1,0,0,0,6562,0.0
611,299000,57,3.0,1,1,1,0,1,0,0,1,57.25,0,1,1,1,0,0,0,4701,0.0
612,229080,53,2.0,1,1,0,0,1,0,1,1,53.01,1,1,1,1,0,0,0,6828,0.0
613,275080,59,3.0,1,1,1,0,1,0,1,1,59.45,0,1,1,1,0,0,0,4720,0.0
614,299000,58,3.0,1,1,1,0,1,0,0,1,58.18,0,1,1,1,0,0,0,4702,0.0
615,229080,45,2.0,1,1,1,0,1,0,1,1,45.04,0,1,1,1,0,0,0,6519,0.0
616,275080,58,3.0,1,1,1,0,1,0,1,1,58.18,0,1,1,1,0,0,0,6570,0.0
617,256680,53,2.0,1,1,0,0,1,0,0,1,53.35,1,1,1,1,0,0,0,6570,0.0
618,275080,58,3.0,1,1,1,0,1,0,0,1,58.18,0,1,1,1,0,0,0,4702,0.0
619,299000,59,3.0,1,1,1,0,1,0,1,1,59.45,0,1,1,1,0,0,0,6719,0.0
620,349000,71,3.0,1,1,1,0,1,0,1,1,70.73,0,1,1,1,0,0,0,4768,0.0
621,229080,45,2.0,1,1,1,0,1,0,0,1,45.04,0,1,1,1,0,0,0,4651,0.0
622,349000,72,3.0,1,1,1,0,1,0,1,1,72.23,0,1,1,1,0,0,0,4746,0.0
623,275080,50,3.0,1,1,0,0,1,0,1,1,50.0,0,1,1,1,0,0,0,6576,0.0
624,321080,71,3.0,1,1,1,0,1,0,1,1,70.73,0,1,1,1,0,0,0,6808,0.0
625,249000,53,2.0,1,1,0,0,1,0,1,1,53.01,1,1,1,1,0,0,0,6787,0.0
626,249000,53,2.0,1,1,0,0,1,0,0,1,53.01,1,1,1,1,0,0,0,4779,0.0
627,279000,53,2.0,1,1,0,0,1,0,1,1,53.35,1,1,1,1,0,0,0,6804,0.0
628,299000,50,3.0,1,1,0,0,1,0,0,1,50.0,0,1,1,1,0,0,0,4708,0.0
629,321080,72,3.0,1,1,1,0,1,0,1,1,72.23,0,1,1,1,0,0,0,4708,0.0
630,317400,71,3.0,1,1,1,0,1,0,1,1,71.3,0,1,1,1,0,0,0,4720,0.0
631,275080,50,3.0,1,1,0,0,1,0,0,1,50.0,0,1,1,1,0,0,0,4708,0.0
632,279000,53,2.0,1,1,0,0,1,0,0,1,53.35,1,1,1,1,0,0,0,4762,0.0
633,345000,71,3.0,1,1,1,0,1,0,1,1,71.3,0,1,1,1,0,0,0,6728,0.0
634,299000,59,3.0,1,1,1,0,1,0,1,1,59.45,0,1,1,1,0,0,0,4720,0.0
635,229080,53,2.0,1,1,0,0,1,0,0,1,53.01,1,1,1,1,0,0,0,4779,0.0
636,275080,57,3.0,1,1,1,0,1,0,1,1,57.25,0,1,1,1,0,0,0,6569,0.0
637,321080,71,3.0,1,1,1,0,1,0,1,1,70.73,0,1,1,1,0,0,0,4768,0.0
638,249000,45,2.0,1,1,1,0,1,0,0,1,45.04,0,1,1,1,0,0,0,4651,0.0
639,299000,50,3.0,1,1,0,0,1,0,1,1,50.0,0,1,1,1,0,0,0,6533,0.0
640,321080,72,3.0,1,1,1,0,1,0,1,1,72.23,0,1,1,1,0,0,0,6829,0.0
641,249000,45,2.0,1,1,1,0,1,0,1,1,45.04,0,1,1,1,0,0,0,6476,0.0
642,256680,53,2.0,1,1,0,0,1,0,1,1,53.35,1,1,1,1,0,0,0,6845,0.0
643,345000,71,3.0,1,1,1,0,1,0,1,1,71.3,0,1,1,1,0,0,0,4720,0.0
644,349000,72,3.0,1,1,1,0,1,0,1,1,72.23,0,1,1,1,0,0,0,4720,0.0
645,349000,71,3.0,1,1,1,0,1,0,1,1,70.73,0,1,1,1,0,0,0,6767,0.0
646,275080,59,3.0,1,1,1,0,1,0,1,1,59.45,0,1,1,1,0,0,0,6760,0.0
647,299000,57,3.0,1,1,1,0,1,0,1,1,57.25,0,1,1,1,0,0,0,6526,0.0
648,317400,71,3.0,1,1,1,0,1,0,1,1,71.3,0,1,1,1,0,0,0,6769,0.0
649,275080,57,3.0,1,1,1,0,1,0,0,1,57.25,0,1,1,1,0,0,0,4701,0.0
650,1980000,124,4.0,2,2,1,0,1,0,0,0,123.75,0,1,1,0,0,0,0,1555,1.0
651,750000,49,2.0,1,1,0,0,1,0,0,1,49.16,1,1,1,0,0,0,0,1555,1.0
652,324569,65,3.0,1,1,0,0,1,0,0,1,64.85,0,1,1,0,0,0,0,3804,1.0
653,765000,88,3.0,1,1,0,0,1,0,1,1,88.0,0,1,0,0,0,1,0,3804,4.0
654,358999,68,3.0,1,1,1,0,1,0,0,0,68.33,0,1,1,0,0,0,0,3689,1.0
655,225000,69,3.0,1,1,0,0,0,0,0,0,69.0,0,0,0,0,1,0,0,2568,121.0
656,328401,65,3.0,1,1,0,0,1,0,0,1,64.55,1,1,1,1,0,0,0,4847,0.0
657,349901,67,3.0,1,1,0,0,1,0,0,1,67.45,0,1,1,1,0,0,0,4780,0.0
658,349900,67,3.0,1,1,0,0,1,0,0,1,67.4,1,1,1,1,0,0,0,4898,0.0
659,328400,64,3.0,1,1,0,0,1,0,0,1,64.43,1,1,1,1,0,0,0,4464,0.0
660,349900,63,3.0,1,1,0,0,1,0,0,1,63.47,0,1,1,1,0,0,0,4424,0.0
661,349900,64,3.0,1,1,0,0,1,0,0,1,64.43,1,1,1,1,0,0,0,4464,0.0
662,328400,63,3.0,1,1,0,0,1,0,0,1,63.47,0,1,1,1,0,0,0,4430,0.0
663,379900,68,3.0,1,1,0,0,1,0,0,1,67.9,0,1,1,1,0,0,0,4497,0.0
664,357500,68,3.0,1,1,0,0,1,0,0,1,67.9,0,1,1,1,0,0,0,4498,0.0
665,379901,70,3.0,1,1,0,0,1,0,0,1,69.95,0,1,1,1,0,0,0,4498,0.0
666,379900,70,3.0,1,1,0,0,1,0,0,1,69.95,0,1,1,1,0,0,0,4892,0.0
667,389901,66,3.0,1,1,0,0,1,0,0,1,66.35,0,1,1,1,0,0,0,4923,0.0
668,210000,67,3.0,1,1,0,0,0,0,0,0,67.0,0,1,0,1,0,1,0,1443,58.0
669,165000,42,2.0,1,1,0,0,0,0,0,0,42.34,0,1,1,0,1,0,0,4418,111.0
670,155000,41,1.0,1,1,0,0,0,0,0,0,41.16,0,1,1,0,1,0,0,4417,111.0
671,350000,73,3.0,1,1,0,0,0,0,0,0,73.0,0,1,0,0,0,1,0,1485,51.0
672,1155000,153,4.0,1,2,1,0,0,0,0,0,152.88,0,0,0,1,0,0,0,1485,27.0
673,999000,207,5.0,2,3,1,0,2,2,0,1,207.2,1,0,0,1,0,1,0,2627,17.0
674,549900,61,3.5,1,1,1,0,0,0,1,1,60.87,0,1,1,1,0,0,0,2627,0.0
675,880000,127,3.0,2,2,1,0,0,0,1,1,126.59,0,1,1,1,0,0,0,1370,
676,227664,41,2.0,1,1,1,0,1,1,0,1,41.44,0,1,0,1,0,0,0,4104,0.0
677,356184,64,3.0,1,1,1,0,1,1,0,1,63.71,0,1,0,1,0,0,0,4104,0.0
678,303960,49,2.0,1,1,1,0,1,1,0,1,48.58,0,1,0,1,0,0,0,4144,0.0
679,314160,49,2.0,1,1,1,0,1,1,0,1,48.58,0,1,0,1,0,0,0,4144,0.0
680,503880,83,3.0,1,1,1,0,1,1,0,1,83.46,0,1,0,1,0,0,0,4144,0.0
681,297840,50,2.0,1,1,1,0,1,1,0,1,49.5,0,1,0,1,0,0,0,4144,0.0
682,318240,50,2.0,1,1,1,0,1,1,0,1,49.62,0,1,0,1,0,0,0,4144,0.0
683,324360,49,2.0,1,1,1,0,1,1,0,1,48.77,0,1,0,1,0,0,0,4144,0.0
684,461040,74,3.0,1,1,0,0,1,1,0,1,73.74,1,1,0,1,0,0,0,4144,0.0
685,514080,84,3.0,1,1,1,0,1,1,0,1,84.15,0,1,0,1,0,0,0,4144,0.0
686,332520,50,2.0,1,1,1,0,1,1,0,1,49.81,0,1,0,1,0,0,0,4144,0.0
687,293760,49,2.0,1,1,1,0,1,1,0,1,48.58,0,1,0,1,0,0,0,4144,0.0
688,497760,83,3.0,1,1,0,0,1,1,0,1,83.45,1,1,0,1,0,0,0,4144,0.0
689,308040,50,2.0,1,1,1,0,1,1,0,1,49.5,0,1,0,1,0,0,0,4144,0.0
690,312120,50,2.0,1,1,1,0,1,1,0,1,49.5,0,1,0,1,0,0,0,4144,0.0
691,308040,50,2.0,1,1,1,0,1,1,0,1,49.62,0,1,0,1,0,0,0,4144,0.0
692,544680,84,3.0,1,1,1,0,1,1,0,1,84.33,0,1,0,1,0,0,0,4144,0.0
693,312120,50,2.0,1,1,1,0,1,1,0,1,49.5,0,1,0,1,0,0,0,4144,0.0
694,318240,49,2.0,1,1,1,0,1,1,0,1,48.58,0,1,0,1,0,0,0,4144,0.0
695,328440,49,2.0,1,1,1,0,1,1,0,1,48.77,0,1,0,1,0,0,0,4144,0.0
696,507960,84,3.0,1,1,1,0,1,1,0,1,84.37,0,1,0,1,0,0,0,4144,0.0
697,301920,50,2.0,1,1,1,0,1,1,0,1,49.5,0,1,0,1,0,0,0,4144,0.0
698,328440,50,2.0,1,1,1,0,1,1,0,1,49.81,0,1,0,1,0,0,0,4144,0.0
699,328440,50,2.0,1,1,1,0,1,1,0,1,49.69,0,1,0,1,0,0,0,4144,0.0
700,526320,83,3.0,1,1,0,0,1,1,0,1,83.48,1,1,0,1,0,0,0,4144,0.0
701,343740,50,2.0,1,1,1,0,1,1,0,1,49.81,0,1,0,1,0,0,0,4144,0.0
702,593640,95,4.0,2,2,1,0,1,1,0,1,95.41,0,1,0,1,0,0,0,4144,0.0
703,291720,49,2.0,1,1,1,0,1,1,0,1,49.09,0,1,0,1,0,0,0,4144,0.0
704,291720,49,2.0,1,1,1,0,1,1,0,1,49.1,0,1,0,1,0,0,0,4144,0.0
705,308040,49,2.0,1,1,1,0,1,1,0,1,48.58,0,1,0,1,0,0,0,4144,0.0
706,287640,48,2.0,1,1,1,0,1,1,0,1,48.28,0,1,0,1,0,0,0,4144,0.0
707,322320,50,2.0,1,1,1,0,1,1,0,1,49.62,0,1,0,1,0,0,0,4144,0.0
708,505920,83,3.0,1,1,1,0,1,1,0,1,83.49,0,1,0,1,0,0,0,4144,0.0
709,339660,49,2.0,1,1,1,0,1,1,0,1,48.77,0,1,0,1,0,0,0,4144,0.0
710,301920,50,2.0,1,1,1,0,1,1,0,1,49.57,0,1,0,1,0,0,0,4144,0.0
711,301920,50,2.0,1,1,1,0,1,1,0,1,49.5,0,1,0,1,0,0,0,4144,0.0
712,283560,48,2.0,1,1,1,0,1,1,0,1,48.28,0,1,0,1,0,0,0,4144,0.0
713,518160,85,3.0,1,1,1,0,1,1,0,1,84.54,0,1,0,1,0,0,0,4144,0.0
714,524280,83,3.0,1,1,0,0,1,1,0,1,83.46,1,1,0,1,0,0,0,4144,0.0
715,303960,49,2.0,1,1,0,0,1,1,0,1,49.1,1,1,0,1,0,0,0,4144,0.0
716,287640,49,2.0,1,1,1,0,1,1,0,1,49.1,0,1,0,1,0,0,0,4144,0.0
717,477360,83,3.0,1,1,1,0,1,1,0,1,83.44,0,1,0,1,0,0,0,4144,0.0
718,534480,84,3.0,1,1,1,0,1,1,0,1,84.15,0,1,0,1,0,0,0,4144,0.0
719,644640,97,4.0,2,2,1,0,1,1,0,1,96.6,0,1,0,1,0,0,0,4144,0.0
720,624240,95,4.0,1,2,0,0,1,1,0,1,95.4,1,1,0,1,0,0,0,4144,0.0
721,603840,97,4.0,2,2,1,0,1,1,0,1,96.6,0,1,0,1,0,0,0,4144,0.0
722,526320,84,3.0,1,1,1,0,1,1,0,1,84.16,0,1,0,1,0,0,0,4144,0.0
723,322320,50,2.0,1,1,1,0,1,1,0,1,49.5,0,1,0,1,0,0,0,4144,0.0
724,536520,84,3.0,1,1,1,0,1,1,0,1,84.16,0,1,0,1,0,0,0,4144,0.0
725,665040,97,4.0,2,2,1,0,1,1,0,1,96.74,0,1,0,1,0,0,0,4144,0.0
726,332520,50,2.0,1,1,1,0,1,1,0,1,49.69,0,1,0,1,0,0,0,4144,0.0
727,546720,84,3.0,1,1,1,0,1,1,0,1,84.36,0,1,0,1,0,0,0,4144,0.0
728,332520,50,2.0,1,1,1,0,1,1,0,1,49.69,0,1,0,1,0,0,0,4144,0.0
729,200000,42,2.0,1,1,0,0,0,0,0,0,42.0,0,0,0,0,1,0,0,1312,
730,669000,70,3.0,1,1,1,0,0,0,0,1,70.0,1,1,1,1,0,0,0,2012,0.0
731,235000,56,2.0,1,1,0,0,0,0,0,1,55.76,0,0,0,1,0,1,0,2164,54.0
732,154000,51,2.0,1,1,0,0,0,0,0,0,51.37,0,1,0,0,1,0,0,2718,
733,413000,77,3.0,1,1,0,0,1,0,1,1,77.32,0,1,0,1,0,0,0,1887,
734,404000,76,2.0,1,1,0,0,1,0,1,1,75.6,0,1,0,1,0,0,0,1887,
735,569000,90,4.5,1,1,0,0,1,1,0,1,90.0,0,1,0,1,0,0,0,2164,4.0
736,420000,133,5.5,1,1,0,0,0,0,0,0,133.0,0,0,0,0,1,1,0,1330,87.0
737,410000,94,3.0,1,1,0,0,0,0,0,0,94.0,0,0,0,0,0,0,0,2097,54.0
738,731580,107,4.0,1,1,1,0,1,1,0,1,107.3,1,1,1,1,0,0,0,2332,-2.0
739,259000,38,1.0,1,1,1,0,1,0,0,1,38.37,1,1,1,1,0,0,0,7280,1.0
740,296000,30,1.0,1,1,1,0,1,0,0,1,30.36,1,1,1,1,0,0,0,7384,1.0
741,305000,41,2.0,1,1,0,0,1,0,0,1,41.06,1,1,1,1,0,0,0,7443,1.0
742,296000,30,1.0,1,1,1,0,1,0,0,1,30.36,1,1,1,1,0,0,0,7443,1.0
743,309000,33,1.0,1,1,1,0,1,0,0,1,33.39,1,1,1,1,0,0,0,7304,1.0
744,492000,60,2.0,1,1,0,0,0,0,0,0,59.62,0,1,0,1,1,0,0,1503,9.0
745,399000,80,3.0,1,1,1,1,2,1,1,0,80.0,0,1,0,0,0,0,0,956,12.0
746,349000,66,3.0,1,1,1,0,0,0,0,1,66.0,0,1,0,0,0,0,0,1527,21.0
747,458200,87,3.0,1,1,0,0,0,0,1,1,87.1,1,1,1,1,0,0,0,1657,-1.0
748,527700,115,4.5,1,1,0,0,1,1,0,1,114.61,0,1,1,1,0,0,0,1687,-1.0
749,299900,55,2.0,1,1,0,0,0,0,1,1,54.82,1,1,0,0,0,0,0,1687,
750,199000,34,1.0,1,1,0,0,0,0,1,1,33.77,0,0,1,1,0,0,0,11654,0.0
751,499000,86,3.0,1,2,0,0,0,0,1,1,86.2,0,0,1,1,0,0,0,11761,0.0
752,299000,51,2.0,1,1,1,0,0,0,1,1,51.49,0,0,1,1,0,0,0,11681,0.0
753,199000,33,1.0,1,1,0,0,0,0,1,1,33.3,0,0,1,1,0,0,0,11653,0.0
754,379000,65,3.0,1,1,0,0,0,0,1,1,64.7,1,0,1,1,0,0,0,11797,0.0
755,449000,67,3.0,1,1,0,0,0,0,1,1,67.01,1,0,1,1,0,0,0,11810,0.0
756,239000,33,1.0,1,1,1,0,0,0,1,1,32.74,0,0,1,1,0,0,0,11653,0.0
757,299000,49,2.0,1,1,0,0,0,0,1,1,48.71,0,0,1,1,0,0,0,11673,0.0
758,459000,79,3.0,1,2,0,0,0,0,1,1,78.69,0,0,1,1,0,0,0,11748,0.0
759,489000,72,3.0,1,2,0,0,0,0,1,1,72.09,0,0,1,1,0,0,0,11841,0.0
760,459000,79,3.0,1,2,0,0,0,0,0,1,78.69,0,0,1,1,0,0,0,9296,0.0
761,199000,33,1.0,1,1,0,0,0,0,1,1,33.3,0,0,1,1,0,0,0,9216,0.0
762,489000,72,3.0,1,2,0,0,0,0,0,1,72.09,0,0,1,1,0,0,0,9403,0.0
763,499000,86,3.0,1,2,0,0,0,0,0,1,86.2,0,0,1,1,0,0,0,9309,0.0
764,199000,34,1.0,1,1,0,0,0,0,1,1,33.77,0,0,1,1,0,0,0,9213,0.0
765,1149000,179,6.0,2,3,0,0,0,0,0,0,178.9,0,1,0,0,1,1,0,2043,141.0
766,1149000,179,6.0,2,3,0,0,0,0,0,0,178.9,0,1,0,0,1,1,0,1604,141.0
767,550000,68,2.0,1,1,0,0,0,0,0,1,68.0,0,1,1,0,1,0,0,2109,121.0
768,231000,47,2.0,1,1,0,0,0,0,0,0,46.65,0,1,0,1,0,0,0,3169,49.0
769,287000,70,3.0,1,1,0,0,0,0,0,0,69.98,0,1,0,1,0,0,0,2718,61.0
770,222000,45,2.0,1,1,0,0,0,0,0,0,44.55,0,1,0,1,0,0,0,3140,49.0
771,220000,45,2.0,1,1,0,0,0,0,0,0,44.55,0,1,0,1,0,0,0,3140,49.0
772,379000,65,3.0,1,1,0,0,0,0,0,1,64.7,1,0,1,1,0,0,0,9376,0.0
773,449000,67,3.0,1,1,0,0,0,0,0,1,67.01,1,0,1,1,0,0,0,9376,0.0
774,299000,49,2.0,1,1,0,0,0,0,0,1,48.71,0,0,1,1,0,0,0,9244,0.0
775,299000,51,2.0,1,1,1,0,0,0,0,1,51.49,0,0,1,1,0,0,0,9254,0.0
776,239000,33,1.0,1,1,1,0,0,0,1,1,32.74,0,0,1,1,0,0,0,9247,0.0
777,198000,46,2.0,1,1,0,0,0,0,0,0,46.32,0,0,0,1,0,1,0,3989,
778,1889000,222,6.0,3,4,0,0,0,0,0,1,222.0,0,1,0,0,1,1,1,3133,121.0
779,598900,83,3.0,1,1,0,0,0,0,0,0,83.1,0,0,0,0,1,0,0,4875,
780,899900,121,4.0,1,2,0,0,0,0,0,1,120.91,0,1,0,1,0,1,0,2935,3.0
781,529900,58,2.5,1,1,1,0,0,0,1,1,58.25,0,1,1,1,0,0,0,2076,0.0
782,320000,75,3.0,1,1,0,0,1,1,0,0,75.0,0,1,0,1,0,1,0,3694,46.0
783,565000,68,3.0,1,1,0,0,1,1,0,1,68.0,1,1,0,0,0,0,0,1382,3.0
784,229000,68,2.5,1,1,0,0,0,0,0,0,68.0,0,0,0,0,1,0,0,2210,121.0
785,319000,52,2.0,1,1,1,0,0,0,0,0,51.6,0,0,0,1,0,0,0,944,13.0
786,577940,70,3.0,1,1,1,0,0,0,1,1,70.09,0,0,1,1,0,0,0,3287,3.0
787,617760,82,3.0,1,1,1,0,0,0,1,1,81.72,0,0,1,1,0,0,0,3289,3.0
788,495000,98,3.0,1,2,0,1,1,1,0,1,98.0,0,1,0,1,0,1,0,3289,21.0
789,265000,50,2.0,1,1,1,0,0,0,0,0,50.0,0,0,0,0,0,1,0,3289,61.0
790,283000,62,2.0,1,1,0,0,1,1,0,0,62.0,0,0,0,0,0,1,0,1166,58.0
791,389000,73,3.0,1,1,0,0,1,1,0,1,73.12,1,1,0,1,0,1,0,3423,5.0
792,219000,63,3.0,1,1,0,0,0,0,0,0,63.0,0,0,0,0,0,1,0,1195,
793,219000,63,3.0,1,1,0,0,0,0,0,0,63.0,0,0,0,0,0,1,0,1195,
794,259000,79,3.0,1,1,0,0,0,0,1,0,79.22,0,1,0,1,0,0,0,1970,48.0
795,750000,130,3.5,1,2,0,0,0,0,0,0,130.4,0,1,0,0,1,0,0,2668,
796,219000,61,2.0,1,1,0,1,1,0,1,0,60.89,0,1,0,1,0,0,0,1719,17.0
797,278000,47,2.0,1,1,0,0,0,0,0,0,46.6,0,1,0,0,1,0,0,1389,121.0
798,380000,67,,1,1,1,0,0,0,0,0,67.0,0,1,1,0,1,1,0,1067,89.0
799,187186,43,1.0,1,1,0,0,0,0,0,0,43.0,0,1,0,1,0,1,0,1408,21.0
800,387773,94,3.0,1,1,0,0,1,0,0,1,93.78,0,1,1,1,0,0,0,6254,
801,398000,63,3.0,1,1,1,0,0,0,0,0,62.86,0,1,0,0,1,0,0,3736,
802,2200000,236,9.0,1,2,0,0,1,1,1,1,236.0,0,1,0,1,0,0,0,2349,66.0
803,219000,42,2.0,1,1,1,0,0,0,0,0,41.74,0,0,0,0,1,1,0,2349,110.0
804,398900,72,3.0,1,1,1,0,0,0,0,1,72.2,0,0,1,0,1,0,0,6144,
805,239000,52,3.0,1,1,0,0,0,0,0,0,52.25,0,0,1,0,1,0,0,6144,
806,254819,48,2.0,1,1,0,1,1,0,0,1,48.2,0,1,1,1,0,0,0,6515,1.0
807,1313000,136,4.0,2,1,1,0,0,0,1,0,136.27,0,1,1,1,0,0,0,3516,-2.0
808,265000,31,1.0,1,1,1,0,1,1,0,0,31.0,0,0,0,0,0,0,0,1003,
809,1703000,160,4.0,2,2,1,0,0,0,1,1,159.76,0,1,1,1,0,0,0,3706,-2.0
810,340000,33,1.0,1,1,1,0,1,0,0,1,33.39,1,1,1,1,0,0,0,3706,1.0
